c_number,cpu,gpu,resolution,fps,cpu_score,gpu_score,power,price,ram_gb,is_good_for_gaming,is_good_for_productivity,is_good_for_design_render,is_good_for_workstation
c_314,i5-13600,RTX5070,1440P,113,31558,28904,485,1699,32,1,0,0,0
c_315,i5-13600K,RTX5050,1080P,100,37661,16997,350,1049,16,1,1,0,0
c_316,i5-13600K,RTX5050,1080P,100,37661,16997,350,1099,32,1,1,1,0
c_317,i5-13600K,RTX5060,1080P,125,37661,20889,420,1299,16,1,1,0,0
c_318,i5-13600K,RTX5060,1080P,125,37661,20889,420,1349,32,1,1,1,0
c_319,i5-13600K,RTX5060Ti,1080P,145,37661,22830,470,1499,16,1,1,0,0
c_320,i5-13600K,RTX5060Ti,1080P,145,37661,22830,470,1549,32,1,1,1,0
c_321,i5-13600K,RTX5070,1440P,120,37661,28904,520,1799,16,1,1,0,0
c_322,i5-13600K,RTX5070,1440P,120,37661,28904,520,1849,32,1,1,1,0
c_323,i5-13600KF,RTX5050,1080P,100,37447,16997,345,999,16,1,1,0,0
c_324,i5-13600KF,RTX5050,1080P,100,37447,16997,345,1049,32,1,1,1,0
c_325,i5-13600KF,RTX5060,1080P,125,37447,20889,415,1249,16,1,1,0,0
c_326,i5-13600KF,RTX5060,1080P,125,37447,20889,415,1299,32,1,1,1,0
c_327,i5-13600KF,RTX5060Ti,1080P,145,37447,22830,465,1449,16,1,1,0,0
c_328,i5-13600KF,RTX5060Ti,1080P,145,37447,22830,465,1499,32,1,1,1,0
c_329,i5-13600KF,RTX5070,1440P,120,37447,28904,515,1749,16,1,1,0,0
c_330,i5-13600KF,RTX5070,1440P,120,37447,28904,515,1799,32,1,1,1,0
c_331,i5-14400,RTX3050,1080P,85,25326,10750,295,799,16,1,0,0,0
c_332,i5-14400,RTX3050,1080P,85,25326,10750,295,849,32,1,0,0,0
c_333,i5-14400,RTX3060,1080P,105,25326,16780,365,999,16,1,0,0,0
c_334,i5-14400,RTX3060,1080P,105,25326,16780,365,1049,32,1,0,0,0
c_335,i5-14400,RTX3060Ti,1080P,125,25326,20313,415,1199,16,1,0,0,0
c_336,i5-14400,RTX3060Ti,1080P,125,25326,20313,415,1249,32,1,0,0,0
c_337,i5-14400,RTX3070,1440P,95,25326,22171,465,1449,16,1,0,0,0
c_338,i5-14400,RTX3070,1440P,95,25326,22171,465,1499,32,1,0,0,0
c_339,i5-14400F,RTX3050,1080P,85,25687,10750,290,749,16,1,0,0,0
c_340,i5-14400F,RTX3050,1080P,85,25687,10750,290,799,32,1,0,0,0
c_341,i5-14400F,RTX3060,1080P,105,25687,16780,360,949,16,1,0,0,0
c_342,i5-14400F,RTX3060,1080P,105,25687,16780,360,999,32,1,0,0,0
c_343,i5-14400F,RTX3060Ti,1080P,125,25687,20313,410,1149,16,1,0,0,0
c_344,i5-14400F,RTX3060Ti,1080P,125,25687,20313,410,1199,32,1,0,0,0
c_345,i5-14400F,RTX3070,1440P,95,25687,22171,460,1399,16,1,0,0,0
c_346,i5-14400F,RTX3070,1440P,95,25687,22171,460,1449,32,1,0,0,0
c_347,i5-14600,RTX3050,1080P,92,32319,10750,315,899,16,1,0,0,0
c_348,i5-14600,RTX3050,1080P,92,32319,10750,315,949,32,1,0,0,0
c_349,i5-14600,RTX3060,1080P,112,32319,16780,385,1149,16,1,1,0,0
c_350,i5-14600,RTX3060,1080P,112,32319,16780,385,1199,32,1,1,1,0
c_351,i5-14600,RTX3060Ti,1080P,132,32319,20313,435,1349,16,1,1,0,0
c_352,i5-14600,RTX3060Ti,1080P,132,32319,20313,435,1399,32,1,1,1,0
c_353,i5-14600,RTX3070,1440P,102,32319,22171,485,1599,16,1,0,0,0
c_354,i5-14600,RTX3070,1440P,102,32319,22171,485,1649,32,1,0,0,0
c_355,i5-14600K,RTX3050,1080P,100,38590,10750,350,1049,16,1,0,0,0
c_356,i5-14600K,RTX3050,1080P,100,38590,10750,350,1099,32,1,0,0,0
c_357,i5-14600K,RTX3060,1080P,120,38590,16780,420,1299,16,1,1,0,0
c_358,i5-14600K,RTX3060,1080P,120,38590,16780,420,1349,32,1,1,1,0
c_359,i5-14600K,RTX3060Ti,1080P,140,38590,20313,470,1499,16,1,1,0,0
c_360,i5-14600K,RTX3060Ti,1080P,140,38590,20313,470,1549,32,1,1,1,0
c_361,i5-14600K,RTX3070,1440P,110,38590,22171,520,1749,16,1,0,0,0
c_362,i5-14600K,RTX3070,1440P,110,38590,22171,520,1799,32,1,0,1,0
c_363,i5-14600KF,RTX3050,1080P,100,38678,10750,345,999,16,1,0,0,0
c_364,i5-14600KF,RTX3050,1080P,100,38678,10750,345,1049,32,1,0,0,0
c_365,i5-14600KF,RTX3060,1080P,120,38678,16780,415,1249,16,1,1,0,0
c_366,i5-14600KF,RTX3060,1080P,120,38678,16780,415,1299,32,1,1,1,0
c_367,i5-14600KF,RTX3060Ti,1080P,140,38678,20313,465,1449,16,1,1,0,0
c_368,i5-14600KF,RTX3060Ti,1080P,140,38678,20313,465,1499,32,1,1,1,0
c_369,i5-14600KF,RTX3070,1440P,110,38678,22171,515,1699,16,1,0,0,0
c_370,i5-14600KF,RTX3070,1440P,110,38678,22171,515,1749,32,1,0,1,0
c_371,i5-14400,RTX4060,1080P,110,25326,19550,335,1049,16,1,0,0,0
c_372,i5-14400,RTX4060,1080P,110,25326,19550,335,1099,32,1,0,0,0
c_373,i5-14400,RTX4060Ti,1080P,130,25326,22712,385,1249,16,1,0,0,0
c_374,i5-14400,RTX4060Ti,1080P,130,25326,22712,385,1299,32,1,0,0,0
c_375,i5-14400,RTX4070,1440P,105,25326,26921,435,1549,16,1,0,0,0
c_376,i5-14400,RTX4070,1440P,105,25326,26921,435,1599,32,1,0,0,0
c_377,i5-14400F,RTX4060,1080P,110,25687,19550,330,999,16,1,0,0,0
c_378,i5-14400F,RTX4060,1080P,110,25687,19550,330,1049,32,1,0,0,0
c_379,i5-14400F,RTX4060Ti,1080P,130,25687,22712,380,1199,16,1,0,0,0
c_380,i5-14400F,RTX4060Ti,1080P,130,25687,22712,380,1249,32,1,0,0,0
c_381,i5-14400F,RTX4070,1440P,105,25687,26921,430,1499,16,1,0,0,0
c_382,i5-14400F,RTX4070,1440P,105,25687,26921,430,1549,32,1,0,0,0
c_383,i5-14600,RTX4060,1080P,117,32319,19550,355,1199,16,1,1,0,0
c_384,i5-14600,RTX4060,1080P,117,32319,19550,355,1249,32,1,1,1,0
c_385,i5-14600,RTX4060Ti,1080P,137,32319,22712,405,1399,16,1,1,0,0
c_386,i5-14600,RTX4060Ti,1080P,137,32319,22712,405,1449,32,1,1,1,0
c_387,i5-14600,RTX4070,1440P,112,32319,26921,455,1699,16,1,0,0,0
c_388,i5-14600,RTX4070,1440P,112,32319,26921,455,1749,32,1,0,0,0
c_389,i5-14600K,RTX4060,1080P,125,38590,19550,380,1349,16,1,1,0,0
c_390,i5-14600K,RTX4060,1080P,125,38590,19550,380,1399,32,1,1,1,0
c_391,i5-14600K,RTX4060Ti,1080P,145,38590,22712,430,1549,16,1,1,0,0
c_392,i5-14600K,RTX4060Ti,1080P,145,38590,22712,430,1599,32,1,1,1,0
c_393,i5-14600K,RTX4070,1440P,120,38590,26921,480,1849,16,1,1,0,0
c_394,i5-14600K,RTX4070,1440P,120,38590,26921,480,1899,32,1,1,1,0
c_395,i5-14600KF,RTX4060,1080P,125,38678,19550,375,1299,16,1,1,0,0
c_396,i5-14600KF,RTX4060,1080P,125,38678,19550,375,1349,32,1,1,1,0
c_397,i5-14600KF,RTX4060Ti,1080P,145,38678,22712,425,1499,16,1,1,0,0
c_398,i5-14600KF,RTX4060Ti,1080P,145,38678,22712,425,1549,32,1,1,1,0
c_399,i5-14600KF,RTX4070,1440P,120,38678,26921,475,1799,16,1,1,0,0
c_400,i5-14600KF,RTX4070,1440P,120,38678,26921,475,1849,32,1,1,1,0
c_401,i5-14400,RTX5050,1080P,90,25326,16997,305,849,16,1,0,0,0
c_402,i5-14400,RTX5050,1080P,90,25326,16997,305,899,32,1,0,0,0
c_403,i5-14400,RTX5060,1080P,115,25326,20889,375,1099,16,1,0,0,0
c_404,i5-14400,RTX5060,1080P,115,25326,20889,375,1149,32,1,0,0,0
c_405,i5-14400,RTX5060Ti,1080P,135,25326,22830,425,1299,16,1,0,0,0
c_406,i5-14400,RTX5060Ti,1080P,135,25326,22830,425,1349,32,1,0,0,0
c_407,i5-14400,RTX5070,1440P,110,25326,28904,475,1599,16,1,0,0,0
c_408,i5-14400,RTX5070,1440P,110,25326,28904,475,1649,32,1,0,0,0
c_409,i5-14400F,RTX5050,1080P,90,25687,16997,300,799,16,1,0,0,0
c_410,i5-14400F,RTX5050,1080P,90,25687,16997,300,849,32,1,0,0,0
c_411,i5-14400F,RTX5060,1080P,115,25687,20889,370,1049,16,1,0,0,0
c_412,i5-14400F,RTX5060,1080P,115,25687,20889,370,1099,32,1,0,0,0
c_413,i5-14400F,RTX5060Ti,1080P,135,25687,22830,420,1249,16,1,0,0,0
c_414,i5-14400F,RTX5060Ti,1080P,135,25687,22830,420,1299,32,1,0,0,0
c_415,i5-14400F,RTX5070,1440P,110,25687,28904,470,1549,16,1,0,0,0
c_416,i5-14400F,RTX5070,1440P,110,25687,28904,470,1599,32,1,0,0,0
c_417,i5-14600,RTX5050,1080P,97,32319,16997,325,949,16,1,1,0,0
c_418,i5-14600,RTX5050,1080P,97,32319,16997,325,999,32,1,1,1,0
c_419,i5-14600,RTX5060,1080P,122,32319,20889,395,1199,16,1,1,0,0
c_420,i5-14600,RTX5060,1080P,122,32319,20889,395,1249,32,1,1,1,0
c_421,i5-14600,RTX5060TI,1080P,142,32319,22830,445,1399,16,1,1,0,0
c_422,i5-14600,RTX5060TI,1080P,142,32319,22830,445,1449,32,1,1,1,0
c_423,i5-14600,RTX5070,1440P,117,32319,28904,495,1699,16,1,0,0,0
c_424,i5-14600,RTX5070,1440P,117,32319,28904,495,1749,32,1,0,0,0
c_425,i5-14600K,RTX5050,1080P,105,38590,16997,360,1099,16,1,1,0,0
c_426,i5-14600K,RTX5050,1080P,105,38590,16997,360,1149,32,1,1,1,0
c_427,i5-14600K,RTX5060,1080P,130,38590,20889,430,1349,16,1,1,0,0
c_428,i5-14600K,RTX5060,1080P,130,38590,20889,430,1399,32,1,1,1,0
c_429,i5-14600K,RTX5060TI,1080P,150,38590,22830,480,1549,16,1,1,0,0
c_430,i5-14600K,RTX5060TI,1080P,150,38590,22830,480,1599,32,1,1,1,0
c_431,i5-14600K,RTX5070,1440P,125,38590,28904,530,1849,16,1,1,0,0
c_432,i5-14600K,RTX5070,1440P,125,38590,28904,530,1899,32,1,1,1,0
c_433,i5-14600KF,RTX5050,1080P,105,38678,16997,355,1049,16,1,1,0,0
c_434,i5-14600KF,RTX5050,1080P,105,38678,16997,355,1099,32,1,1,1,0
c_435,i5-14600KF,RTX5060,1080P,130,38678,20889,425,1299,16,1,1,0,0
c_436,i5-14600KF,RTX5060,1080P,130,38678,20889,425,1349,32,1,1,1,0
c_437,i5-14600KF,RTX5060TI,1080P,150,38678,22830,475,1499,16,1,1,0,0
c_438,i5-14600KF,RTX5060TI,1080P,150,38678,22830,475,1549,32,1,1,1,0
c_439,i5-14600KF,RTX5070,1440P,125,38678,28904,525,1799,16,1,1,0,0
c_440,i5-14600KF,RTX5070,1440P,125,38678,28904,525,1849,32,1,1,1,0
c_441,i7-11700,RTX3070,1440P,90,20637,22171,480,1499,16,0,0,0,0
c_442,i7-11700,RTX3070,1440P,90,20637,22171,480,1549,32,0,0,0,0
c_443,i7-11700,RTX3070TI,1440P,100,20637,23298,530,1649,16,0,0,0,0
c_444,i7-11700,RTX3070TI,1440P,100,20637,23298,530,1699,32,0,0,0,0
c_445,i7-11700,RTX3080,1440P,110,20637,25077,580,1799,16,0,0,0,0
c_446,i7-11700,RTX3080,1440P,110,20637,25077,580,1849,32,0,0,0,0
c_447,i7-11700,RTX3080TI,4K,75,20637,26860,630,2399,16,0,0,0,0
c_448,i7-11700,RTX3080TI,4K,75,20637,26860,630,2449,32,0,0,0,0
c_449,i7-11700,RTX3090,4K,78,20637,26609,630,2699,16,0,0,0,0
c_450,i7-11700,RTX3090,4K,78,20637,26609,630,2749,32,0,0,0,0
c_451,i7-11700F,RTX3070,1440P,90,20761,22171,475,1449,16,0,0,0,0
c_452,i7-11700F,RTX3070,1440P,90,20761,22171,475,1499,32,0,0,0,0
c_453,i7-11700F,RTX3070TI,1440P,100,20761,23298,525,1599,16,0,0,0,0
c_454,i7-11700F,RTX3070TI,1440P,100,20761,23298,525,1649,32,0,0,0,0
c_455,i7-11700F,RTX3080,1440P,110,20761,25077,575,1749,16,0,0,0,0
c_456,i7-11700F,RTX3080,1440P,110,20761,25077,575,1799,32,0,0,0,0
c_457,i7-11700F,RTX3080TI,4K,75,20761,26860,625,2349,16,0,0,0,0
c_458,i7-11700F,RTX3080TI,4K,75,20761,26860,625,2399,32,0,0,0,0
c_459,i7-11700F,RTX3090,4K,78,20761,26609,625,2649,16,0,0,0,0
c_460,i7-11700F,RTX3090,4K,78,20761,26609,625,2699,32,0,0,0,0
c_461,i7-11700K,RTX3070,1440P,95,24372,22171,505,1649,16,1,0,0,0
c_462,i7-11700K,RTX3070,1440P,95,24372,22171,505,1699,32,1,0,0,0
c_463,i7-11700K,RTX3070TI,1440P,105,24372,23298,555,1799,16,1,0,0,0
c_464,i7-11700K,RTX3070TI,1440P,105,24372,23298,555,1849,32,1,0,0,0
c_465,i7-11700K,RTX3080,1440P,115,24372,25077,605,1949,16,1,0,0,0
c_466,i7-11700K,RTX3080,1440P,115,24372,25077,605,1999,32,1,0,0,0
c_467,i7-11700K,RTX3080TI,4K,80,24372,26860,655,2549,16,1,0,0,0
c_468,i7-11700K,RTX3080TI,4K,80,24372,26860,655,2599,32,1,0,0,0
c_469,i7-11700K,RTX3090,4K,83,24372,26609,655,2849,16,1,0,0,0
c_470,i7-11700K,RTX3090,4K,83,24372,26609,655,2899,32,1,0,0,0
c_471,i7-11700KF,RTX3070,1440P,95,23810,22171,500,1599,16,1,0,0,0
c_472,i7-11700KF,RTX3070,1440P,95,23810,22171,500,1649,32,1,0,0,0
c_473,i7-11700KF,RTX3070TI,1440P,105,23810,23298,550,1749,16,1,0,0,0
c_474,i7-11700KF,RTX3070TI,1440P,105,23810,23298,550,1799,32,1,0,0,0
c_475,i7-11700KF,RTX3080,1440P,115,23810,25077,600,1899,16,1,0,0,0
c_476,i7-11700KF,RTX3080,1440P,115,23810,25077,600,1949,32,1,0,0,0
c_477,i7-11700KF,RTX3080TI,4K,80,23810,26860,650,2499,16,1,0,0,0
c_478,i7-11700KF,RTX3080TI,4K,80,23810,26860,650,2549,32,1,0,0,0
c_479,i7-11700KF,RTX3090,4K,83,23810,26609,650,2799,16,1,0,0,0
c_480,i7-11700KF,RTX3090,4K,83,23810,26609,650,2849,32,1,0,0,0
c_481,i7-11700,RTX4060TI,1080P,125,20637,22712,430,1349,16,1,0,0,0
c_482,i7-11700,RTX4060TI,1080P,125,20637,22712,430,1399,32,1,0,0,0
c_483,i7-11700,RTX4070,1440P,105,20637,26921,480,1649,16,0,0,0,0
c_484,i7-11700,RTX4070,1440P,105,20637,26921,480,1699,32,0,0,0,0
c_485,i7-11700,RTX4070TI,1440P,115,20637,31597,530,1849,16,0,0,0,0
c_486,i7-11700,RTX4070TI,1440P,115,20637,31597,530,1899,32,0,0,0,0
c_487,i7-11700,RTX4080,4K,85,20637,34461,630,2599,16,0,0,0,0
c_488,i7-11700,RTX4080,4K,85,20637,34461,630,2649,32,0,0,0,0
c_489,i7-11700,RTX4080 SUPER,4K,88,20637,34236,630,2749,16,0,0,0,0
c_490,i7-11700,RTX4080 SUPER,4K,88,20637,34236,630,2799,32,0,0,0,0
c_491,i7-11700,RTX4090,4K,90,20637,38124,730,3099,16,0,0,0,0
c_492,i7-11700,RTX4090,4K,90,20637,38124,730,3149,32,0,0,0,0
c_493,i7-11700F,RTX4060TI,1080P,125,20761,22712,425,1299,16,1,0,0,0
c_494,i7-11700F,RTX4060TI,1080P,125,20761,22712,425,1349,32,1,0,0,0
c_495,i7-11700F,RTX4070,1440P,105,20761,26921,475,1599,16,0,0,0,0
c_496,i7-11700F,RTX4070,1440P,105,20761,26921,475,1649,32,0,0,0,0
c_497,i7-11700F,RTX4070TI,1440P,115,20761,31597,525,1799,16,0,0,0,0
c_498,i7-11700F,RTX4070TI,1440P,115,20761,31597,525,1849,32,0,0,0,0
c_499,i7-11700F,RTX4080,4K,85,20761,34461,625,2549,16,0,0,0,0
c_500,i7-11700F,RTX4080,4K,85,20761,34461,625,2599,32,0,0,0,0
c_501,i7-11700F,RTX4080 SUPER,4K,88,20761,34236,625,2699,16,0,0,0,0
c_502,i7-11700F,RTX4080 SUPER,4K,88,20761,34236,625,2749,32,0,0,0,0
c_503,i7-11700F,RTX4090,4K,90,20761,38124,725,3049,16,0,0,0,0
c_504,i7-11700F,RTX4090,4K,90,20761,38124,725,3099,32,0,0,0,0
c_505,i7-11700K,RTX4060TI,1080P,130,24372,22712,455,1499,16,1,0,0,0
c_506,i7-11700K,RTX4060TI,1080P,130,24372,22712,455,1549,32,1,0,0,0
c_507,i7-11700K,RTX4070,1440P,110,24372,26921,505,1799,16,1,0,0,0
c_508,i7-11700K,RTX4070,1440P,110,24372,26921,505,1849,32,1,0,0,0
c_509,i7-11700K,RTX4070TI,1440P,120,24372,31597,555,1999,16,1,0,0,0
c_510,i7-11700K,RTX4070TI,1440P,120,24372,31597,555,2049,32,1,0,0,0
c_511,i7-11700K,RTX4080,4K,90,24372,34461,655,2749,16,1,0,0,0
c_512,i7-11700K,RTX4080,4K,90,24372,34461,655,2799,32,1,0,0,0
c_513,i7-11700K,RTX4080 SUPER,4K,93,24372,34236,655,2899,16,1,0,0,0
c_514,i7-11700K,RTX4080 SUPER,4K,93,24372,34236,655,2949,32,1,0,0,0
c_515,i7-11700K,RTX4090,4K,95,24372,38124,755,3249,16,1,0,0,0
c_516,i7-11700K,RTX4090,4K,95,24372,38124,755,3299,32,1,0,0,0
c_517,i7-11700KF,RTX4060TI,1080P,130,23810,22712,450,1449,16,1,0,0,0
c_518,i7-11700KF,RTX4060TI,1080P,130,23810,22712,450,1499,32,1,0,0,0
c_519,i7-11700KF,RTX4070,1440P,110,23810,26921,500,1749,16,1,0,0,0
c_520,i7-11700KF,RTX4070,1440P,110,23810,26921,500,1799,32,1,0,0,0
c_521,i7-11700KF,RTX4070TI,1440P,120,23810,31597,550,1949,16,1,0,0,0
c_522,i7-11700KF,RTX4070TI,1440P,120,23810,31597,550,1999,32,1,0,0,0
c_523,i7-11700KF,RTX4080,4K,90,23810,34461,650,2699,16,1,0,0,0
c_524,i7-11700KF,RTX4080,4K,90,23810,34461,650,2749,32,1,0,0,0
c_525,i7-11700KF,RTX4080 SUPER,4K,93,23810,34236,650,2849,16,1,0,0,0
c_526,i7-11700KF,RTX4080 SUPER,4K,93,23810,34236,650,2899,32,1,0,0,0
c_527,i7-11700KF,RTX4090,4K,95,23810,38124,750,3199,16,1,0,0,0
c_528,i7-11700KF,RTX4090,4K,95,23810,38124,750,3249,32,1,0,0,0
c_529,i7-11700,RTX5060,1080P,110,20637,20889,440,1449,16,1,0,0,0
c_530,i7-11700,RTX5060,1080P,110,20637,20889,440,1499,32,1,0,0,0
c_531,i7-11700,RTX5060TI,1080P,130,20637,22830,490,1649,16,1,0,0,0
c_532,i7-11700,RTX5060TI,1080P,130,20637,22830,490,1699,32,1,0,0,0
c_533,i7-11700,RTX5070,1440P,110,20637,28904,540,1849,16,0,0,0,0
c_534,i7-11700,RTX5070,1440P,110,20637,28904,540,1899,32,0,0,0,0
c_535,i7-11700,RTX5070TI,1440P,120,20637,32618,590,2049,16,0,0,0,0
c_536,i7-11700,RTX5070TI,1440P,120,20637,32618,590,2099,32,0,0,0,0
c_537,i7-11700,RTX5080,4K,90,20637,35954,670,2799,16,0,0,0,0
c_538,i7-11700,RTX5080,4K,90,20637,35954,670,2849,32,0,0,0,0
c_539,i7-11700F,RTX5060,1080P,110,20761,20889,435,1399,16,1,0,0,0
c_540,i7-11700F,RTX5060,1080P,110,20761,20889,435,1449,32,1,0,0,0
c_541,i7-11700F,RTX5060TI,1080P,130,20761,22830,485,1599,16,1,0,0,0
c_542,i7-11700F,RTX5060TI,1080P,130,20761,22830,485,1649,32,1,0,0,0
c_543,i7-11700F,RTX5070,1440P,110,20761,28904,535,1799,16,0,0,0,0
c_544,i7-11700F,RTX5070,1440P,110,20761,28904,535,1849,32,0,0,0,0
c_545,i7-11700F,RTX5070TI,1440P,120,20761,32618,585,1999,16,0,0,0,0
c_546,i7-11700F,RTX5070TI,1440P,120,20761,32618,585,2049,32,0,0,0,0
c_547,i7-11700F,RTX5080,4K,90,20761,35954,665,2749,16,0,0,0,0
c_548,i7-11700F,RTX5080,4K,90,20761,35954,665,2799,32,0,0,0,0
c_549,i7-11700K,RTX5060,1080P,115,24372,20889,465,1599,16,1,0,0,0
c_550,i7-11700K,RTX5060,1080P,115,24372,20889,465,1649,32,1,0,0,0
c_551,i7-11700K,RTX5060TI,1080P,135,24372,22830,515,1799,16,1,0,0,0
c_552,i7-11700K,RTX5060TI,1080P,135,24372,22830,515,1849,32,1,0,0,0
c_553,i7-11700K,RTX5070,1440P,115,24372,28904,565,1999,16,1,0,0,0
c_554,i7-11700K,RTX5070,1440P,115,24372,28904,565,2049,32,1,0,0,0
c_555,i7-11700K,RTX5070TI,1440P,125,24372,32618,615,2199,16,1,0,0,0
c_556,i7-11700K,RTX5070TI,1440P,125,24372,32618,615,2249,32,1,0,0,0
c_557,i7-11700K,RTX5080,4K,95,24372,35954,695,2949,16,1,0,0,0
c_558,i7-11700K,RTX5080,4K,95,24372,35954,695,2999,32,1,0,0,0
c_559,i7-11700KF,RTX5060,1080P,115,23810,20889,460,1549,16,1,0,0,0
c_560,i7-11700KF,RTX5060,1080P,115,23810,20889,460,1599,32,1,0,0,0
c_561,i7-11700KF,RTX5060TI,1080P,135,23810,22830,510,1749,16,1,0,0,0
c_562,i7-11700KF,RTX5060TI,1080P,135,23810,22830,510,1799,32,1,0,0,0
c_563,i7-11700KF,RTX5070,1440P,115,23810,28904,560,1949,16,1,0,0,0
c_564,i7-11700KF,RTX5070,1440P,115,23810,28904,560,1999,32,1,0,0,0
c_565,i7-11700KF,RTX5070TI,1440P,125,23810,32618,610,2149,16,1,0,0,0
c_566,i7-11700KF,RTX5070TI,1440P,125,23810,32618,610,2199,32,1,0,0,0
c_567,i7-11700KF,RTX5080,4K,95,23810,35954,690,2899,16,1,0,0,0
c_568,i7-11700KF,RTX5080,4K,95,23810,35954,690,2949,32,1,0,0,0
c_569,i7-12700,RTX3070,1440P,95,30073,22171,485,1599,16,1,0,0,0
c_570,i7-12700,RTX3070,1440P,95,30073,22171,485,1649,32,1,0,0,0
c_571,i7-12700,RTX3070TI,1440P,105,30073,23298,535,1749,16,1,0,0,0
c_572,i7-12700,RTX3070TI,1440P,105,30073,23298,535,1799,32,1,0,0,0
c_573,i7-12700,RTX3080,1440P,115,30073,25077,585,1899,16,1,0,0,0
c_574,i7-12700,RTX3080,1440P,115,30073,25077,585,1949,32,1,0,0,0
c_575,i7-12700,RTX3080TI,4K,80,30073,26860,635,2499,16,1,0,0,0
c_576,i7-12700,RTX3080TI,4K,80,30073,26860,635,2549,32,1,0,0,0
c_577,i7-12700,RTX3090,4K,83,30073,26609,635,2799,16,1,0,0,0
c_578,i7-12700,RTX3090,4K,83,30073,26609,635,2849,32,1,0,0,0
c_579,i7-12700F,RTX3070,1440P,95,30338,22171,480,1549,16,1,0,0,0
c_580,i7-12700F,RTX3070,1440P,95,30338,22171,480,1599,32,1,0,0,0
c_581,i7-12700F,RTX3070TI,1440P,105,30338,23298,530,1699,16,1,0,0,0
c_582,i7-12700F,RTX3070TI,1440P,105,30338,23298,530,1749,32,1,0,0,0
c_583,i7-12700F,RTX3080,1440P,115,30338,25077,580,1849,16,1,0,0,0
c_584,i7-12700F,RTX3080,1440P,115,30338,25077,580,1899,32,1,0,0,0
c_585,i7-12700F,RTX3080TI,4K,80,30338,26860,630,2449,16,1,0,0,0
c_586,i7-12700F,RTX3080TI,4K,80,30338,26860,630,2499,32,1,0,0,0
c_587,i7-12700F,RTX3090,4K,83,30338,26609,630,2749,16,1,0,0,0
c_588,i7-12700F,RTX3090,4K,83,30338,26609,630,2799,32,1,0,0,0
c_589,i7-12700K,RTX3070,1440P,100,34356,22171,510,1749,16,1,0,0,0
c_590,i7-12700K,RTX3070,1440P,100,34356,22171,510,1799,32,1,0,0,0
c_591,i7-12700K,RTX3070TI,1440P,110,34356,23298,560,1899,16,1,0,0,0
c_592,i7-12700K,RTX3070TI,1440P,110,34356,23298,560,1949,32,1,0,0,0
c_593,i7-12700K,RTX3080,1440P,120,34356,25077,610,2049,16,1,0,0,0
c_594,i7-12700K,RTX3080,1440P,120,34356,25077,610,2099,32,1,0,0,0
c_595,i7-12700K,RTX3080TI,4K,85,34356,26860,660,2649,16,1,0,0,0
c_596,i7-12700K,RTX3080TI,4K,85,34356,26860,660,2699,32,1,0,0,0
c_597,i7-12700K,RTX3090,4K,88,34356,26609,660,2949,16,1,0,0,0
c_598,i7-12700K,RTX3090,4K,88,34356,26609,660,2999,32,1,0,0,0
c_599,i7-12700KF,RTX3070,1440P,100,34073,22171,505,1699,16,1,0,0,0
c_600,i7-12700KF,RTX3070,1440P,100,34073,22171,505,1749,32,1,0,0,0
c_601,i7-12700KF,RTX3070TI,1440P,110,34073,23298,555,1849,16,1,0,0,0
c_602,i7-12700KF,RTX3070TI,1440P,110,34073,23298,555,1899,32,1,0,0,0
c_603,i7-12700KF,RTX3080,1440P,120,34073,25077,605,1999,16,1,0,0,0
c_604,i7-12700KF,RTX3080,1440P,120,34073,25077,605,2049,32,1,0,0,0
c_605,i7-12700KF,RTX3080TI,4K,85,34073,26860,655,2599,16,1,0,0,0
c_606,i7-12700KF,RTX3080TI,4K,85,34073,26860,655,2649,32,1,0,0,0
c_607,i7-12700KF,RTX3090,4K,88,34073,26609,655,2899,16,1,0,0,0
c_608,i7-12700KF,RTX3090,4K,88,34073,26609,655,2949,32,1,0,0,0
c_609,i7-12700,RTX4060TI,1080P,130,30073,22712,435,1449,16,1,1,0,0
c_610,i7-12700,RTX4060TI,1080P,130,30073,22712,435,1499,32,1,1,1,0
c_611,i7-12700,RTX4070,1440P,110,30073,26921,485,1749,16,1,0,0,0
c_612,i7-12700,RTX4070,1440P,110,30073,26921,485,1799,32,1,0,0,0
c_613,i7-12700,RTX4070TI,1440P,120,30073,31597,535,1949,16,1,0,0,0
c_614,i7-12700,RTX4070TI,1440P,120,30073,31597,535,1999,32,1,0,0,0
c_615,i7-12700,RTX4080,4K,90,30073,34461,635,2699,16,1,0,0,0
c_616,i7-12700,RTX4080,4K,90,30073,34461,635,2749,32,1,0,0,0
c_617,i7-12700,RTX4080 SUPER,4K,93,30073,34236,635,2849,16,1,0,0,0
c_618,i7-12700,RTX4080 SUPER,4K,93,30073,34236,635,2899,32,1,0,0,0
c_619,i7-12700,RTX4090,4K,95,30073,38124,735,3199,16,1,0,0,0
c_620,i7-12700,RTX4090,4K,95,30073,38124,735,3249,32,1,0,0,0
c_621,i7-12700F,RTX4060TI,1080P,130,30338,22712,430,1399,16,1,1,0,0
c_622,i7-12700F,RTX4060TI,1080P,130,30338,22712,430,1449,32,1,1,1,0
c_623,i7-12700F,RTX4070,1440P,110,30338,26921,480,1699,16,1,0,0,0
c_624,i7-12700F,RTX4070,1440P,110,30338,26921,480,1749,32,1,0,0,0
c_625,i7-12700F,RTX4070TI,1440P,120,30338,31597,530,1899,16,1,0,0,0
